"Verified","MachineID","GPU","NumGPUs","PricePerHour","Rented","CPU","CPUCores","CPUCoresEffective","RAM","Storage","PCIE","DiskBW","InetDown","InetUp","InternetDownCostPerTB","InternetUpCostPerTB","StorageCost","Location","MoboName","VRAM_GB"
,"15359","RTX 5060 Ti","1","0.2","False","AMD EPYC 9334 32-Core Processor","128","16","32","0.67","27","12083.2","8201.9","7596.8","40","40","0.33",,"GENOA2D24G-2L","15.93"
,"50317","RTX 5060 Ti","1","0.22","False","Xeon® E5-2696 v4 ","88","22","32","0.23","6.6","2315","2303.1","1680.2","20","20","0.27",,"0215PR","15.93"
,"49927","RTX 5060 Ti","1","0.12","False","AMD Ryzen Threadripper PRO 3975WX 32-Cores","64","8","32","0.26","13.6","3825","879.5","837","3.33","3.33","0.37",,"WRX80 Creator R2","15.93"
,"136944","RTX 5060 Ti","1","0.14","False","Xeon® E5-2643 v4 ","24","4","64","0.24","6.6","3128","5132.8","3244.1","40","40","0.2",,"0WCJNT","15.93"
,"56810","RTX 5060 Ti","1","0.16","False","AMD EPYC 7B13 64-Core Processor","128","16","32","0.06","13.5","3094.6","928","791.1","40","40","0.2",,"H12D-8D","15.93"
,"32125","RTX 5060 Ti","1","0.19","False","Xeon® E5-2609 v3 ","12","6","32","0.76","6.6","187","600.3","325","13.33","13.33","0.67",,"0VD98F","15.93"
,"105435","RTX 5060 Ti","1","0.2","False","AMD Ryzen 5 3600 6-Core Processor","12","12","32","0.37","6.7","2148.1","294.9","328.8","0.98","0.98","0.05",,"B450M DS3H WIFI-CF","15.93"
,"125138","RTX 5060 Ti","1","0.14","False","AMD Ryzen 5 5600 6-Core Processor","12","6","32","0.14","12.6","2849.1","500.3","435.5","5.33","5.33","0.2",,"ROG STRIX B550-E GAMING","15.93"
,"132455","RTX 5060 Ti","1","0.12","False","Core™ i5-8500T ","6","6","32","0.08","6.1","322","849.6","798.1","2.67","4","0.2",,"PRIME Z390-P","15.93"
,"45745","RTX 5060 Ti","1","0.18","False","AMD EPYC 7B13 64-Core Processor","256","42.67","64","0.45","13.5","2464","6984.8","3541.9","40","40","0.2",,"H12DSG-O-","15.93"
,"51383","RTX 5060 Ti","1","0.25","False","AMD EPYC 7642 48-Core Processor","96","24","64","0.56","13.2","5080","7111.4","6257.5","40","40","0.2",,"ROMED8QM-2T","15.93"
,"37051","RTX 5060 Ti","1","0.14","False","AMD EPYC 7532 32-Core Processor","64","8","64","0.22","13.5","6331","7091.9","6090.8","6.67","6.67","0.2",,"H12SSL-CT","15.93"
,"43689","RTX 5060 Ti","1","0.2","False","AMD EPYC 7B13 64-Core Processor","128","16","128","0.35","13.5","1370.28","7745.6","5974.9","40","40","0.2",,"ROMED16QM3","15.93"
,"46208","RTX 5060 Ti","1","0.2","False","AMD Ryzen 9 7900X 12-Core Processor","24","12","32","1.37","27.3","5922","1796.9","2197.9","33.33","33.33","0.27",,"MPG X670E CARBON WIFI ","15.93"
,"67941","RTX 5060 Ti","1","0.18","False","AMD Ryzen 9 5900X 12-Core Processor","24","12","32","3.12","13.7","6098","1750.2","2245.6","26.67","26.67","0.2",,"B550 VISION D-P","15.93"
,"105116","RTX 5060 Ti","1","0.18","False","Core™ Ultra 5 245KF","14","7","32","3.03","27.1","4286.3","2019.5","2231.7","33.33","33.33","0.27",,"MPG Z890 CARBON WIFI ","15.93"
,"10685","RTX 5060 Ti","1","0.3","False","AMD EPYC 7402P 24-Core Processor","48","12","64","0.57","6.9","196","834.1","804.7","40","40","0.16",,"ROMED8-2T","15.93"
,"114536","RTX 5060 Ti","1","0.2","False","AMD Ryzen 5 5500","12","12","32","0.64","6.3","501","942.5","919.4","8","8","0.27",,"B550M DS3H","15.93"
,"77414","RTX 5060 Ti","1","0.16","False","Xeon® E5-2680 v4 ","28","14","32","0.34","6.4","1654.76","920.9","598.4","5.33","5.33","0.21",,"X99A GAMING PRO CARBON ","15.93"
,"16572","RTX 5060 Ti","1","0.16","False","AMD Ryzen 9 8945HX with Radeon Graphics","32","32","32","0.66","27.3","2777.13","591.7","182.3","4","5.33","0.2",,"DRFXL","15.93"
,"57931","RTX 5060 Ti","1","0.14","False","AMD Ryzen 7 5700X 8-Core Processor","16","8","32","0.33","6.9","4818.81","559.2","54","2.67","4","0.2",,"ROG STRIX B550-F GAMING WIFI II","15.93"
,"112066","RTX 5060 Ti","1","0.13","False","Xeon® E5-2673 v4 ","40","20","32","0.79","6.4","2529.7","2299.6","1826","33.33","33.33","0.33",,"X99-WS","15.93"
,"130506","RTX 5060 Ti","1","0.17","False","Xeon® E5-2660 v4 ","28","14","32","0.37","6.6","515","913.9","40","2.67","4","0.2",,"0HHV7N","15.93"
,"118381","RTX 5060 Ti","1","0.13","False","AMD EPYC 7402 24-Core Processor","48","12","96","0.7","13.2","2646.6","792.9","28.3","1.33","1.33","0.2",,"ROMED8-2T","15.93"
,"137638","RTX 5060 Ti","1","0.2","False","Core™ i5-7500 ","4","4","32","0.36","6.6","461","155.7","5.1","52.8","52.8","0.2",,"H110 Pro BTC","15.93"
,"137590","RTX 5060 Ti","1","0.16","False","12th Gen Core™ i5-12400F","12","12","32","0.08","3.6","4191","71.3","69.4","2.67","4","0.13",,"B760M H DDR4","15.93"
,"137483","RTX 5060 Ti","1","0.14","False","Core™ i7-6700K ","8","8","64","0.27","6.6","4701","74.5","27.8","2.67","4","0.13",,"0WPMFG","15.93"
,"78854","RTX 5060 Ti","1","0.17","False","Core™ i7-6700K ","4","4","32","0.25","6.5","690","868.9","547.9","1","1","0.17",,,"15.93"
,"135130","RTX 5060 Ti","1","0.1","False","AMD Ryzen 9 5900X 12-Core Processor","8","8","32","0.14","13.8","356","330.6","174.6","2.67","4","0.2",,,"15.93"
,"119163","RTX 5060 Ti","1","0.57","False","AMD Ryzen 5 7600X 6-Core Processor","12","12","32","0.68","13.7","6104.97","14.4","36.8","2.67","4","0.2",,"B650M GAMING X AX","15.93"
,"137368","RTX 5060 Ti","1","0.15","False","Core™ i5-7500 ","4","4","64","0.3","6.6","287.9","256.3","197.1","0.67","0.67","0.07",,"Z270 GAMING PRO CARBON ","15.93"
,"92859","RTX 5060 Ti","1","0.15","False","Core™ i5-10400F ","12","12","32","0.03","6.3","496","459.2","464.1","2.67","4","0.13",,"MAG B460M MORTAR ","15.93"
