"Verified","MachineID","GPU","NumGPUs","PricePerHour","Rented","CPU","CPUCores","CPUCoresEffective","RAM","Storage","PCIE","DiskBW","InetDown","InetUp","InternetDownCostPerTB","InternetUpCostPerTB","StorageCost","Location","MoboName","VRAM_GB"
,"15359","RTX 5060 Ti","8","0.2","False","AMD EPYC 9334 32-Core Processor","128","128","256","5.33","26.9","12083.2","8201.9","7596.8","40","40","0.33",,"GENOA2D24G-2L","15.93"
,"56431","RTX 5060 Ti","8","0.18","False","AMD EPYC 7502 32-Core Processor","64","64","128","1.48","14.1","3801","917.1","890.5","0","0","0.12",,"ROMED8-2T","15.93"
,"55659","RTX 5060 Ti","8","0.16","False","AMD EPYC 7B12 64-Core Processor","128","128","256","2.71","13.5","3620.2","1782.9","1754.6","40","40","0.29",,"S8030GM2NE","15.93"
,"46742","RTX 5060 Ti","8","0.07","False","AMD EPYC 7K62 48-Core Processor","96","96","256","2.32","13.8","3198","2404.7","2213","16","16","0.47",,"H12SSL-i","15.93"
,"46556","RTX 5060 Ti","8","0.15","False","AMD EPYC 7742 64-Core Processor","128","128","192","2.94","13.7","5169","1565.5","529.3","1.2","1.2","0.33",,"H12SSL-i","15.93"
,"119549","RTX 5060 Ti","8","0.16","False","AMD EPYC 7402 24-Core Processor","48","48","128","1.17","6.7","3101.7","890.4","144.1","0","0","0.2",,"H12D-8D","15.93"
,"37415","RTX 5060 Ti","8","0.17","False","AMD EPYC 7K62 48-Core Processor","192","192","1024","4.57","13.5","632.82","1322.9","103.6","13.33","13.33","0.47",,"ROME2D32GM-2T","15.93"
,"113463","RTX 5060 Ti","8","0.15","False","AMD EPYC 7742 64-Core Processor","128","128","512","2.59","13.6","12492.8","6612.1","6098.2","6.67","6.67","0.2",,"H12SSL-i","15.93"
,"42379","RTX 5060 Ti","8","0.21","False","AMD EPYC 7763 64-Core Processor","256","256","1024","6.9","13.5","10188.8","859.7","857.4","2.84","4","0.2",,"ROME2D32GM-2T","15.93"
,"17278","RTX 5060 Ti","8","0.2","False","AMD EPYC 7B13 64-Core Processor","128","128","256","11.85","13.5","7781.8","1831.8","2185.4","33.33","33.33","0.27",,"ROMED16QM3","15.93"
,"12330","RTX 5060 Ti","8","0.2","False","AMD EPYC 9534 64-Core Processor","128","128","256","5.3","26.9","4759","655.7","864.7","33.33","33.33","0.27",,"GENOAD24QM32-2L2T","15.93"
,"43689","RTX 5060 Ti","8","0.2","False","AMD EPYC 7B13 64-Core Processor","128","128","1024","2.79","13.6","1370.28","7745.6","5974.9","40","40","0.2",,"ROMED16QM3","15.93"
,"50929","RTX 5060 Ti","8","0.14","False","AMD EPYC 9124 16-Core Processor","32","32","384","1.88","27","6506","7074.3","6535","6.67","6.67","0.2",,"K14PA-U12 Series","15.93"
,"30313","RTX 5060 Ti","8","0.3","False","AMD EPYC 7B13 64-Core Processor","128","128","512","7.52","13.6","19558.4","8556.1","6301.2","40","53.33","0.27",,"ROMED16QM3","15.93"
,"37051","RTX 5060 Ti","8","0.14","False","AMD EPYC 7532 32-Core Processor","64","64","512","1.79","13.5","6331","7091.9","6090.8","6.67","6.67","0.2",,"H12SSL-CT","15.93"
,"45592","RTX 5060 Ti","8","0.3","False","AMD EPYC 7B13 64-Core Processor","128","128","512","0.21","13.6","4668.3","8523.3","3998.8","40","40","0.27",,"ROMED16QM3","15.93"
