"Verified","MachineID","GPU","NumGPUs","PricePerHour","Rented","CPU","CPUCores","CPUCoresEffective","RAM","Storage","PCIE","DiskBW","InetDown","InetUp","InternetDownCostPerTB","InternetUpCostPerTB","StorageCost","Location","MoboName","VRAM_GB"
,"23867","RTX 5060 Ti","1","0.11","False","Xeon® E5-2699 v4 ","88","22","64","1.09","6.3","5019.86","1160","5428.4","4","4","0.2",,"ProLiant ML350 Gen9","15.93"
,"37634","RTX 5060 Ti","1","0.15","False","AMD EPYC 7402 24-Core Processor","48","12","32","0.68","13.2","2330","759.6","850","27.31","27.31","0.1",,"H12SSL-i","15.93"
,"29127","RTX 5060 Ti","1","0.16","False","AMD EPYC 7C13 64-Core Processor","128","25.6","64","0.6","13.5","2949.01","2315.7","2321.7","26.67","26.67","0.33",,"Default string","15.93"
,"117553","RTX 5060 Ti","1","0.16","False","Core™ Ultra 7 265K","20","20","64","3.22","25.9","6053.8","574.2","559.9","2.67","4","0.13",,"ProArt Z890-CREATOR WIFI","15.93"
,"34403","RTX 5060 Ti","1","0.15","False","13th Gen Core™ i7-13700F","24","12","32","0.72","16.9","1418.2","707.2","846.5","40","40","0.2",,"MPG Z690 CARBON WIFI ","15.93"
,"46493","RTX 5060 Ti","1","0.1","False","AMD EPYC 7R32 48-Core Processor","96","24","32","0.28","13.4","1075","821","596.1","1.33","1.33","0.33",,"MZ32-AR0-00","15.93"
,"46741","RTX 5060 Ti","1","0.07","False","AMD EPYC 7K62 48-Core Processor","96","12","32","0.32","13.8","2849.3","2326.9","2065.9","16","16","0.47",,"H12SSL-i","15.93"
,"111868","RTX 5060 Ti","1","0.08","False","AMD Ryzen 7 8700F 8-Core Processor","16","16","32","0.59","13.8","1793","1675","1321","2.73","4.1","0.2",,"B850I Lightning WiFi","15.93"
,"48536","RTX 5060 Ti","1","0.11","False","AMD EPYC 7R32 48-Core Processor","96","24","32","0.24","13.4","1461","784.9","590.1","1.33","1.33","0.33",,"H12SSL-i","15.93"
,"62049","RTX 5060 Ti","1","0.18","False","AMD Ryzen 7 7700 8-Core Processor","16","8","64","2.99","27.4","5258.9","1614.9","2153.3","4","4","0.11",,"MPG X670E CARBON WIFI ","15.93"
