"Verified","MachineID","GPU","NumGPUs","PricePerHour","Rented","CPU","CPUCores","CPUCoresEffective","RAM","Storage","PCIE","DiskBW","InetDown","InetUp","InternetDownCostPerTB","InternetUpCostPerTB","StorageCost","Location","MoboName","VRAM_GB"
,"39274","RTX PRO 6000 WS","8","1.09","False","AMD EPYC 9374F 32-Core Processor","128","128","1536","8.9","54.1","10086.4","8073","7947.4","26.67","26.67","0.33",,"G5DCTR-B PCBA","95.59"
,"38830","RTX PRO 6000 WS","8","0.95","False","AMD EPYC 9B14 96-Core Processor","384","384","1536","10.96","54.2","859","2443.4","2565","0.27","0.4","0.09",,"TURIN2D24G-2L","95.59"
,"37487","RTX PRO 6000 WS","8","1.12","False","AMD EPYC 9654 96-Core Processor","384","384","1536","2.86","54.2","6734","5636.3","3783.9","5.33","5.33","0.32",,"TURIN2D24G-2L","95.59"
,"15512","RTX PRO 6000 WS","8","0.92","False","AMD EPYC 9654 96-Core Processor","384","384","1024","5.01","54.1","4747.9","2833.2","2859.7","5.33","5.33","0.11",,"T1DMGEP","95.59"
,"53702","RTX PRO 6000 WS","8","0.95","False","AMD EPYC 9654 96-Core Processor","384","384","768","1.82","53.5","10004.48","5648.7","5836.5","0","0","0.13",,"GENOA2D24G-2L","95.59"
,"17469","RTX PRO 6000 WS","8","0.9","False","AMD EPYC 9654 96-Core Processor","384","384","768","4.49","54.1","5498","1662","188.2","5.33","5.33","0.11",,"T1DMGEP","95.59"
,"98261","RTX PRO 6000 WS","8","1.9","False","AMD EPYC 9J14 96-Core Processor","384","384","1024","11.32","54.1","11366.4","8603.9","7103.1","33.33","13.33","0.6",,"K15PG-D24 Series","95.59"
,"54830","RTX PRO 6000 WS","8","1.9","False","XEON® PLATINUM 8568Y+","192","192","1024","8.47","53.8","11878.4","8793.7","8257.8","33.33","18.67","0.47",,"SP2C741D32G-2L","95.59"
,"5150","RTX PRO 6000 WS","8","3","False","AMD EPYC 9B14 96-Core Processor","192","192","768","1.72","54.2","4711","3118.2","1905","2.67","2.67","0.47",,"GENOA2D24G-2L","95.59"
,"56846","RTX PRO 6000 WS","8","1.9","False","AMD EPYC 9J14 96-Core Processor","384","384","1280","9.83","53.7","9261.89","8987.7","7796.6","33.33","21.33","0.47",,"T1DMGEP","95.59"
,"136595","RTX PRO 6000 WS","8","0.65","False","Xeon® Platinum 8490H","240","240","768","4.23","53.8","5478","1856.6","2046.7","2.67","4","0.2",,"G4DCT","95.59"
,"134003","RTX PRO 6000 WS","8","0.92","False","AMD EPYC 9965 192-Core Processor","240","240","768","6.21","55.1","5116","1564.8","191.9","0.27","0.27","0.13",,"T1DMGEP","95.59"
