"Verified","MachineID","GPU","NumGPUs","PricePerHour","Rented","CPU","CPUCores","CPUCoresEffective","RAM","Storage","PCIE","DiskBW","InetDown","InetUp","InternetDownCostPerTB","InternetUpCostPerTB","StorageCost","Location","MoboName","VRAM_GB"
,"48474","RTX PRO 6000 WS","2","0.93","False","AMD EPYC 9334 32-Core Processor","64","64","256","5.59","54.2","10752","937.1","569.8","2.67","2.67","0.27",,"BERGAMOD8-2L2T","95.59"
,"37777","RTX PRO 6000 WS","2","1.05","False","AMD Ryzen 9 7900X 12-Core Processor","24","24","192","5.92","27.5","9689.86","2743.4","3084.2","40","40","0.67",,"ProArt B850-CREATOR WIFI NEO","95.59"
,"43257","RTX PRO 6000 WS","2","0.75","False","AMD Ryzen Threadripper PRO 7965WX 24-Cores","48","48","256","2.1","55.1","6255.65","936.1","934.5","2.67","4","0.2",,"H13SRA-TF","95.59"
,"18114","RTX PRO 6000 WS","2","1.3","False","AMD EPYC 9554 64-Core Processor","128","128","256","6.08","54.2","7210","7827.2","7189.9","2.67","4","0.33",,"GENOAD12M3-2Q","95.59"
,"34225","RTX PRO 6000 WS","2","1","False","AMD EPYC 9554 64-Core Processor","128","128","384","5.37","54.2","5037.94","4140.1","4026.8","0.03","0.04","0.09",,"GENOAD8X-2T","95.59"
,"61615","RTX PRO 6000 WS","2","0.96","False","AMD EPYC 9374F 32-Core Processor","64","64","384","5.69","54.2","5531","1568.5","832.5","6.67","6.67","0.2",,"GENOAD8X-2T","95.59"
,"45831","RTX PRO 6000 WS","2","0.9","False","AMD EPYC 7642 48-Core Processor","192","96","512","2.25","26.6","4718","3698.9","2954.6","8","9.33","0.2",,"ROME2D32GM-2T","95.59"
,"8683","RTX PRO 6000 WS","2","0.9","False","AMD EPYC 7642 48-Core Processor","192","96","512","1.76","22.8","3981.82","6451.2","3753","9.33","12","0.47",,"ROME2D32GM-2T","95.59"
,"51760","RTX PRO 6000 WS","2","0.98","False","AMD Ryzen Threadripper PRO 7975WX 32-Cores","64","64","384","4.69","55","4786.7","7389.1","6503","2.67","4","0.2",,"WRX90 WS EVO","95.59"
,"45503","RTX PRO 6000 WS","2","0.8","False","AMD EPYC 7262 8-Core Processor","32","21.33","768","0.87","22","5249.78","807.4","277.7","6.67","6.67","0.33",,"H12DSG-O-","95.59"
,"39274","RTX PRO 6000 WS","2","1.09","False","AMD EPYC 9374F 32-Core Processor","128","32","384","2.22","54","10086.4","8073","7947.4","26.67","26.67","0.33",,"G5DCTR-B PCBA","95.59"
,"47227","RTX PRO 6000 WS","2","1.3","False","AMD Ryzen Threadripper 9980X 64-Cores","128","128","512","12.37","55","12525.92","787.3","877.1","1.33","1.33","0.19",,"TRX50 WS","95.59"
,"53646","RTX PRO 6000 WS","2","0.73","False","AMD EPYC 9B14 96-Core Processor","192","192","384","1.47","54.1","4891","1114.1","40.8","2.67","4","0.2",,"T2SEEP","95.59"
,"57003","RTX PRO 6000 WS","2","1.5","False","AMD Ryzen Threadripper PRO 9985WX 64-Cores","128","128","512","2.77","54.3","5662.27","906.5","932.6","0.2","0.2","0.2",,"Pro WS WRX90E-SAGE SE","95.59"
,"43114","RTX PRO 6000 WS","2","1","False","AMD Ryzen Threadripper PRO 7975WX 32-Cores","64","64","384","0.26","54.9","4697","867.1","881","2.67","4","0.2",,"WRX90 WS EVO","95.59"
,"39392","RTX PRO 6000 WS","2","0.6","False","AMD EPYC 9224 24-Core Processor","96","38.4","512","0.48","54.9","3423.68","906","796.9","0.68","0.68","0.28",,"K14PG-D24 Series","95.59"
,"55794","RTX PRO 6000 WS","2","0.96","False","AMD EPYC 9454P 48-Core Emb Processor","96","48","384","0.35","54.1","3801","930.4","940.5","0","0","0.2",,"K14PG-U12 Series","95.59"
,"52532","RTX PRO 6000 WS","2","1.7","False","AMD EPYC 9554 64-Core Processor","256","128","384","3.02","54.2","4706.8","687.6","898.1","26.67","26.67","0.33",,"GENOA2D24G-2L","95.59"
,"37485","RTX PRO 6000 WS","2","1.14","False","AMD EPYC 9654 96-Core Processor","384","96","384","0.62","54.1","7048","4678","3758.4","5.33","5.33","0.32",,"TURIN2D24G-2L","95.59"
,"132178","RTX PRO 6000 WS","2","0.83","False","AMD EPYC 9654 96-Core Processor","384","109.71","384","1.19","53.5","11445.49","2982.7","1959.8","1.33","2.67","0.13",,"K15PG-D24 Series","95.59"
,"38830","RTX PRO 6000 WS","2","0.95","False","AMD EPYC 9B14 96-Core Processor","384","96","384","2.74","54.1","859","2443.4","2565","0.27","0.4","0.09",,"TURIN2D24G-2L","95.59"
,"105856","RTX PRO 6000 WS","2","1.2","False","AMD EPYC 7713 64-Core Processor","256","256","512","5.73","26.9","15769.6","12093.5","5541.9","53.33","53.33","0.33",,"H12DSG-O-","95.59"
,"42857","RTX PRO 6000 WS","2","0.9","False","AMD EPYC 9555 64-Core Processor","256","128","256","2.34","54.4","12595.2","934.3","935.6","8","9.33","0.2",,"GENOA2D24G-2L","95.59"
,"53702","RTX PRO 6000 WS","2","0.95","False","AMD EPYC 9654 96-Core Processor","384","96","192","0.45","54.2","10004.48","5648.7","5836.5","0","0","0.13",,"GENOA2D24G-2L","95.59"
,"98261","RTX PRO 6000 WS","2","1.9","False","AMD EPYC 9J14 96-Core Processor","384","96","256","2.83","54.1","11366.4","8603.9","7103.1","33.33","13.33","0.6",,"K15PG-D24 Series","95.59"
,"54830","RTX PRO 6000 WS","2","1.9","False","XEON® PLATINUM 8568Y+","192","48","256","2.12","53.7","11878.4","8793.7","8257.8","33.33","18.67","0.47",,"SP2C741D32G-2L","95.59"
,"5150","RTX PRO 6000 WS","2","3","False","AMD EPYC 9B14 96-Core Processor","192","48","192","0.43","54.1","4711","3118.2","1905","2.67","2.67","0.47",,"GENOA2D24G-2L","95.59"
,"50938","RTX PRO 6000 WS","2","1.2","False","AMD EPYC 9274F 24-Core Processor","96","32","128","3.52","54.2","6597","5810.3","1353.7","12","12","0.2",,"GENOA2D24G-2L","95.59"
,"45202","RTX PRO 6000 WS","2","2","False","AMD EPYC 9654 96-Core Processor","88","44","192","0.87","54.2","3703.3","2746.8","1933.3","4","4","0.47",,"Nova Cloud VM","95.59"
,"105178","RTX PRO 6000 WS","2","1.25","False","Core™ Ultra 5 250K Plus","18","18","256","5.9","27.3","10543.68","2075.8","2309.2","33.33","33.33","0.33",,"Z890 AERO G","95.59"
,"39081","RTX PRO 6000 WS","2","1.3","False","AMD EPYC 9654 96-Core Processor","192","192","512","12.17","54.2","8097","1646.4","2061.3","33.33","33.33","0.33",,"S8050GM2NE","95.59"
,"36130","RTX PRO 6000 WS","2","1.28","False","AMD EPYC 9334 32-Core Processor","64","64","768","12.66","57.2","5109","2119.6","2281.9","33.33","33.33","0.33",,"GENOAD8X-2T","95.59"
,"56846","RTX PRO 6000 WS","2","1.9","False","AMD EPYC 9J14 96-Core Processor","384","96","384","2.46","54.1","9261.89","8987.7","7796.6","33.33","21.33","0.47",,"T1DMGEP","95.59"
,"118547","RTX PRO 6000 WS","2","0.96","False","AMD EPYC 7452 32-Core Processor","64","32","256","2.53","27","5386.6","7772.2","7254.3","2.67","2.67","0.25",,"ROMED8-2T","95.59"
,"51732","RTX PRO 6000 WS","2","0.8","False","AMD EPYC 9534 64-Core Processor","256","73.14","512","0.57","54","6491","7086","1875.6","13.33","13.33","0.67",,"GENOA2D24G-2L","95.59"
,"105688","RTX PRO 6000 WS","2","0.51","False","AMD Ryzen Threadripper PRO 9965WX 24-Cores","48","48","256","0.52","55","4558.6","898","93","13.65","68.27","0.13",,"WRX90 WS EVO","95.59"
,"135135","RTX PRO 6000 WS","2","0.64","False","AMD Ryzen 9 9950X3D 16-Core Processor","32","32","192","1.51","27.5","4117.64","1545.1","105.3","4.1","4.1","0.27",,"ProArt X870E-CREATOR WIFI","95.59"
,"136595","RTX PRO 6000 WS","2","0.65","False","Xeon® Platinum 8490H","240","60","192","1.06","53.8","5478","1856.6","2046.7","2.67","4","0.2",,"G4DCT","95.59"
,"68523","RTX PRO 6000 WS","2","1.1","False","Xeon® w9-3475X","72","72","256","0.36","53.7","4844","934.6","917.4","1.33","2.67","0.2",,"Pro WS W790E-SAGE SE","95.59"
,"134003","RTX PRO 6000 WS","2","0.92","False","AMD EPYC 9965 192-Core Processor","240","60","192","1.55","55.1","5116","1564.8","191.9","0.27","0.27","0.13",,"T1DMGEP","95.59"
,"100442","RTX PRO 6000 WS","2","0.95","False","Core™ Ultra 7 265KF","20","20","256","2.83","27.3","4713","9151.7","8690.6","0.2","0.4","0.27",,"Pro WS W880-ACE SE","95.59"
,"54800","RTX PRO 6000 WS","2","1.3","False","AMD EPYC 9J14 96-Core Processor","192","192","384","6.16","54.9","9031","5574.8","5322.7","4","4","0.2",,"H13SSL-N","95.59"
,"52302","RTX PRO 6000 WS","2","0.6","False","AMD EPYC 9T24 96-Core Processor","192","192","384","2.66","54.9","6089","930","923.5","0.03","0.04","0.2",,"H13SSL-NT","95.59"
