"Verified","MachineID","GPU","NumGPUs","PricePerHour","Rented","CPU","CPUCores","CPUCoresEffective","RAM","Storage","PCIE","DiskBW","InetDown","InetUp","InternetDownCostPerTB","InternetUpCostPerTB","StorageCost","Location","MoboName","VRAM_GB"
,"119971","RTX PRO 6000 WS","2","1","False","AMD EPYC 7543 32-Core Processor","64","32","256","1.59","19.5","5592","6592.1","5566.5","2.67","4","0.23",,"ROMED8-2T","95.59"
,"113519","RTX PRO 6000 WS","2","0.95","False","AMD EPYC 9124 16-Core Processor","64","32","256","0.24","54.9","4063","904.8","920","0","0","0.2",,"K14PG-D24 Series","95.59"
,"44956","RTX PRO 6000 WS","2","0.9","False","AMD Ryzen Threadripper 3960X 24-Core Processor","48","48","256","2.54","26.9","3046","856","871.9","2.67","4","0.4",,"PRIME TRX40-PRO","95.59"
,"112243","RTX PRO 6000 WS","2","0.92","False","AMD EPYC 7K62 48-Core Processor","96","96","256","1.13","26.6","4193.4","642.5","701.7","0","0","0.2",,"H12D-8D","95.59"
,"54397","RTX PRO 6000 WS","2","0.86","False","Core™ Ultra 7 270K Plus","24","24","256","4.66","27.3","7108","802.1","751.1","1.37","2.73","0.2",,"Z890 AERO G","95.59"
,"55794","RTX PRO 6000 WS","2","0.96","False","AMD EPYC 9454P 48-Core Emb Processor","96","48","384","0.35","54.1","3801","930.4","940.5","0","0","0.2",,"K14PG-U12 Series","95.59"
,"37487","RTX PRO 6000 WS","2","1.12","False","AMD EPYC 9654 96-Core Processor","384","96","384","0.72","54.2","6734","5636.3","3783.9","5.33","5.33","0.32",,"TURIN2D24G-2L","95.59"
,"132178","RTX PRO 6000 WS","2","0.83","False","AMD EPYC 9654 96-Core Processor","384","109.71","384","1.19","54.9","11445.49","2982.7","1959.8","1.33","2.67","0.13",,"K15PG-D24 Series","95.59"
,"69499","RTX PRO 6000 WS","2","0.8","False","AMD EPYC 7742 64-Core Processor","256","128","256","1.22","26.4","34.6","5027.1","4820.6","16","17.33","0.87",,"ROME2D32GM-2T","95.59"
,"5150","RTX PRO 6000 WS","2","3","False","AMD EPYC 9B14 96-Core Processor","192","48","192","0.43","54.2","4711","3118.2","1905","2.67","2.67","0.47",,"GENOA2D24G-2L","95.59"
,"50938","RTX PRO 6000 WS","2","1.2","False","AMD EPYC 9274F 24-Core Processor","96","32","128","3.52","54.2","6597","5810.3","1353.7","12","12","0.2",,"GENOA2D24G-2L","95.59"
,"118547","RTX PRO 6000 WS","2","0.96","False","AMD EPYC 7452 32-Core Processor","64","32","256","2.53","26.7","5386.6","7772.2","7254.3","2.67","2.67","0.25",,"ROMED8-2T","95.59"
,"137412","RTX PRO 6000 WS","2","1.3","False","AMD Ryzen Threadripper PRO 9975WX 32-Cores","64","64","256","2.7","54.1","6798","591.5","647.9","2.73","4.1","0.2",,"Pro WS WRX90E-SAGE SE","95.59"
,"51732","RTX PRO 6000 WS","2","0.8","False","AMD EPYC 9534 64-Core Processor","256","73.14","512","0.57","54.1","6491","7086","1875.6","13.33","13.33","0.67",,"GENOA2D24G-2L","95.59"
,"136595","RTX PRO 6000 WS","2","0.65","False","Xeon® Platinum 8490H","240","60","192","1.06","40.1","5478","1856.6","2046.7","2.67","4","0.2",,"G4DCT","95.59"
,"134003","RTX PRO 6000 WS","2","0.92","False","AMD EPYC 9965 192-Core Processor","240","60","192","1.55","55.1","5116","1564.8","191.9","0.27","0.27","0.13",,"T1DMGEP","95.59"
,"137543","RTX PRO 6000 WS","2","0.98","False","AMD Ryzen Threadripper PRO 9975WX 32-Cores","64","64","768","3.18","13.6","13312","74.9","11.6","2.67","4","0.2",,"Pro WS WRX90E-SAGE SE","95.59"
