"Verified","MachineID","GPU","NumGPUs","PricePerHour","Rented","CPU","CPUCores","CPUCoresEffective","RAM","Storage","PCIE","DiskBW","InetDown","InetUp","InternetDownCostPerTB","InternetUpCostPerTB","StorageCost","Location","MoboName","VRAM_GB"
,"101281","RTX 4090","8","0.29","False","Xeon® Gold 6133 ","80","80","512","2.52","11.7","2950","8680.4","6438.7","0","0","0.2",,"X11DPG-OT","23.99"
,"52847","RTX 4090","8","0.28","False","Xeon® Gold 6133 ","80","80","384","0.38","11.7","2036","7776.7","5447.5","0.27","0","0.2",,"X11DPG-OT-","23.99"
,"51679","RTX 4090","8","0.5","False","Xeon® Gold 6133 ","80","80","384","2","3","2855","989","989","0","0","0.4",,"X11DPG-OT-","23.99"
,"87588","RTX 4090","8","0.29","False","AMD EPYC 7542 32-Core Processor","128","128","512","1.76","19.1","1557.64","7699.8","5348.4","0","0","0.2",,"H12DSG-O-","23.99"
,"88990","RTX 4090","8","0.25","False","AMD EPYC 7542 32-Core Processor","128","128","512","2.54","15.5","4598","6001.4","4944.8","2.67","4","0.67",,"H12DSG-O-","23.99"
,"24165","RTX 4090","8","0.39","False","AMD EPYC 7543 32-Core Processor","128","128","512","10.63","24","4490","3875.1","201.5","2.8","4.13","0.2",,"ROME2D32GM-2T","23.99"
,"9140","RTX 4090","8","0.5","False","AMD EPYC 7B13 64-Core Processor","128","128","512","6.02","22.1","4246","2817.3","1749.2","2.67","2.67","0.2",,"ROME2D32GM-2T","23.99"
,"32809","RTX 4090","8","0.74","False","AMD EPYC 7B13 64-Core Processor","128","128","512","11.46","12.8","8428","620.2","852.5","40","40","0.4",,"ROMED16QM3","23.99"
,"9624","RTX 4090","8","0.48","False","AMD EPYC 9554 64-Core Processor","256","256","512","2.23","25.6","3062.6","802.4","899.7","13.33","13.33","0.13",,"TURIN2D24G-2L","23.99"
,"17049","RTX 4090","8","0.65","False",,"256","256","512","11.72","20.8","6278.2","904.8","722.7","1.17","1.17","0.11",,"ROME2D32GM-2T","23.99"
,"26487","RTX 4090","8","0.63","False","AMD EPYC 7713 64-Core Processor","256","256","512","5.12","23","5744","726.4","876.9","0","0","0.13",,"ROME2D32GM-2T","23.99"
,"26385","RTX 4090","8","0.8","False","AMD EPYC 7C13 64-Core Processor","256","256","1024","8.69","23.1","2475.25","7310.7","6789.5","10.67","10.67","0.27",,"ROME2D32GM-2T","23.99"
,"9204","RTX 4090","8","0.5","False","AMD EPYC 7C13 64-Core Processor","256","256","1024","4.78","23.6","5969","6596.3","5641.4","10.67","10.67","0.27",,"ROME2D32GM-2T","23.99"
,"14726","RTX 4090","8","0.44","False","AMD EPYC 7702 64-Core Processor","256","256","2003.84","8.17","24.9","10035.2","6057.3","5853.9","29.33","29.33","0.24",,"ROME2D32GM-2T","23.99"
,"42923","RTX 4090","8","0.45","False","AMD EPYC 7B13 64-Core Processor","256","256","1024","12.27","14.5","8804","6828.5","5837","2.67","4","0.13",,"ROME2D32GM-2T","23.99"
,"18786","RTX 4090","8","0.52","False","AMD EPYC 7713 64-Core Processor","256","256","2003.83","6.28","25","9054","866.2","841.9","2.84","4","0.2",,"ROME2D32GM-2T","23.99"
,"51618","RTX 4090","8","0.45","False","AMD EPYC 7742 64-Core Processor","256","256","1024","6.64","24.8","6708.2","1544.9","1265.2","0.4","0.4","0.67",,"ROME2D32GM-2T","23.99"
,"55267","RTX 4090","8","0.45","False","AMD EPYC 7C13 64-Core Processor","256","256","512","8.86","23","17715.2","1915.1","804.1","13.33","13.33","0.33",,"ROME2D32GM-2T","23.99"
,"89232","RTX 4090","8","0.4","False","AMD EPYC 7713 64-Core Processor","256","256","512","3.04","6.1","6697","869.2","156.7","2.67","4","0.2",,"ROME2D32GM-2T","23.99"
,"55231","RTX 4090","8","0.4","False","AMD EPYC 7713 64-Core Processor","256","256","512","2.81","12.3","11059.2","890.4","797.8","2.67","4","0.2",,"ROME2D32GM-2T","23.99"
,"101699","RTX 4090","8","0.5","False","AMD EPYC 9B14 96-Core Processor","384","384","384","1.21","25.6","3427","911.8","911.2","40","40","0.29",,"GENOA2D24G-2L","23.99"
,"27999","RTX 4090","8","0.45","False","AMD EPYC 7713 64-Core Processor","256","227.56","512","2.34","12.8","6725","8045.4","7641.1","2.67","4","0.2",,"ROME2D32GM-2T","23.99"
,"18803","RTX 4090","8","0.24","False","AMD EPYC 7532 32-Core Processor","128","128","1024","3.23","23.4","2593","934.1","491.1","0","0","0.2",,"ROME2D32GM-2T","23.99"
,"16403","RTX 4090","8","0.55","False","AMD EPYC 7702 64-Core Processor","128","128","512","2.16","23.9","3672","6099.5","3262.5","40","53.33","0.27",,"H12SSL-i","23.99"
,"122660","RTX 4090","8","0.5","False","AMD EPYC 7543 32-Core Processor","128","113.78","512","2.65","24.9","10752","932.8","917.9","3.33","5.33","0.13",,"ROME2D32GM-2T","23.99"
,"30492","RTX 4090","8","0.5","False","AMD EPYC 7543 32-Core Processor","128","113.78","512","0.77","15.6","4518.7","4374.5","4750.6","0","0","0.2",,"ROME2D32GM-2T","23.99"
,"26472","RTX 4090","8","0.5","False","AMD EPYC 7663 56-Core Processor","224","224","512","6.26","21.5","3269","1797.6","958.3","6.67","6.67","0.4",,"ROME2D32GM-2T","23.99"
,"36225","RTX 4090","8","0.5","False","AMD EPYC 9334 32-Core Processor","128","102.4","1024","4.09","12.7","6595.8","1670.7","1686.5","0","0","0.33",,"GENOA2D24G-2L","23.99"
,"31969","RTX 4090","8","0.5","False","AMD EPYC 7543 32-Core Processor","128","113.78","512","5.41","15.6","8865","4578.5","4632.4","0.67","0.67","0.2",,"ROME2D32GM-2T","23.99"
,"28143","RTX 4090","8","1","False","AMD EPYC 7C13 64-Core Processor","128","128","1024","6.35","25.5","7670.3","915.5","834.8","10.67","10.67","0.31",,"H12SSL-i","23.99"
,"54399","RTX 4090","8","0.15","False","Xeon® Platinum 8352V ","144","144","1024","5.9","24.2","2561","266.4","161.2","2.67","4","0.2",,"X12DPG-OA6","23.99"
,"7913","RTX 4090","8","0.5","False","AMD EPYC 7702 64-Core Processor","128","128","512","2.55","25","6664","808.7","864.3","0","0","0.13",,"ROMED8-2T","23.99"
,"19781","RTX 4090","8","0.48","False","AMD EPYC 7502 32-Core Processor","128","128","512","8.61","22.7","12083.2","827.9","914.6","13.33","13.33","0.13",,"ROME2D32GM-2T","23.99"
,"87355","RTX 4090","8","0.5","False","AMD EPYC 7542 32-Core Processor","128","128","512","2.16","19.6","2129","1311","1337.6","1.33","1.33","0.2",,"H12DSG-O-","23.99"
,"33069","RTX 4090","8","0.75","False","AMD EPYC 9684X 96-Core Processor","192","153.6","1024","7.61","25.7","752","3620.9","6689.5","5.33","10.67","0.4",,"H13DSG-O-","23.99"
,"33306","RTX 4090","8","0.45","False","AMD EPYC 7K62 48-Core Processor","192","192","512","10.44","23.4","4502","6159.7","3289.5","2.67","4","0.27",,"ROME2D32GM-2T","23.99"
,"25430","RTX 4090","8","0.45","False","AMD EPYC 7542 32-Core Processor","128","128","768","5.94","18.5","1209","184","35.2","5.33","4","0.2",,"H12DSG-O-","23.99"
,"56207","RTX 4090","8","0.32","False","AMD EPYC 7532 32-Core Processor","128","128","256","4.16","12.8","2110.05","933.7","918.1","13.33","13.33","0.13",,"H12DSi-N6","23.99"
,"37172","RTX 4090","8","0.52","False","AMD EPYC 7C13 64-Core Processor","128","128","256","2.79","24","5527.53","923.2","927.1","2.67","2.67","0.2",,"ROMED8-2T","23.99"
,"52391","RTX 4090","8","0.8","False","AMD EPYC 7542 32-Core Processor","64","64","256","2.83","12.8","4345.8","925.5","923.7","0.89","3.56","0.47",,"ROMED8-2T","23.99"
,"1520","RTX 4090","8","0.5","False","AMD Ryzen Threadripper PRO 5975WX 32-Cores","64","64","256","1.34","23.5","3338.6","870.1","887.2","13.65","13.65","0.27",,"Pro WS WRX80E-SAGE SE WIFI","23.99"
,"17444","RTX 4090","8","0.54","False","AMD EPYC 7402P 24-Core Processor","48","48","256","2.56","12.8","911","576.4","326.8","13.33","13.33","0.67",,"H12SSL-i","23.99"
,"18430","RTX 4090","8","0.7","False","AMD Ryzen Threadripper PRO 3995WX 64-Cores","128","128","256","6.25","23.3","8430.5","869.4","933.7","10.92","10.92","0.93",,"Pro WS WRX80E-SAGE SE WIFI","23.99"
,"17128","RTX 4090","8","0.65","False","AMD EPYC 7B12 64-Core Processor","256","256","512","2.85","22.6","959.43","4974.9","4530.2","2.67","4","0.2",,"ROME2D32GM-2T","23.99"
,"111686","RTX 4090","8","0.45","False","AMD EPYC 7742 64-Core Processor","256","256","512","2.94","20.8","6456.5","1653.3","1308.8","0.67","0.67","0.93",,"ROME2D32GM-2T","23.99"
,"102318","RTX 4090","8","0.8","False","Xeon® Platinum 8352V ","144","144","768","3.2","12.4","2588.46","888.8","600.6","9.33","13.33","0.11",,"X12DPi-N6","23.99"
,"58849","RTX 4090","8","0.2","False","AMD EPYC 7642 48-Core Processor","192","153.6","768","2.53","12.8","6057","930.1","833","2.67","4","0.2",,"ROME2D32GM-2T","23.99"
,"61120","RTX 4090","8","0.67","False","AMD EPYC 7542 32-Core Processor","128","128","1024","2.65","21.3","3773.53","4138.5","2877.3","0","0","0.13",,"H12DSG-O-","23.99"
,"55208","RTX 4090","8","0.2","False","Xeon® Silver 4410Y","48","48","512","0.32","23.8","2771","0","0","2.67","4","0.2",,"60EA32X","47.99"
,"134862","RTX 4090","8","0.5","False","Xeon® Gold 6430","128","128","512","0.77","23.9","3086","176.1","94.9","2.67","4","0.2",,"BM-X13DEP","47.99"
,"81384","RTX 4090","8","0.5","False","AMD EPYC 7V13 64-Core Processor","256","256","512","0.88","19.8","6034","3248.6","1340.9","2.67","4","0.2",,"ROME2D32GM-2T","23.99"
,"45335","RTX 4090","8","0.1","False","AMD EPYC 9654 96-Core Processor","384","384","256","6.24","25.6","3472","212.8","200.8","1.33","1.33","0.2",,"NF5468-A7-A0-R0-00","23.99"
,"51777","RTX 4090","8","0.48","False","AMD EPYC 7B12 64-Core Processor","256","170.67","768","1.4","12.3","5134","2207.8","2116.3","1.33","1.33","0.2",,"ROME2D32GM-2T","23.99"
,"36475","RTX 4090","8","0.55","False","AMD EPYC 7542 32-Core Processor","128","128","768","5.44","17.3","751.67","306.2","24.3","5.33","4","0.2",,"H12DSG-O-","47.99"
