"Verified","MachineID","GPU","NumGPUs","PricePerHour","Rented","CPU","CPUCores","CPUCoresEffective","RAM","Storage","PCIE","DiskBW","InetDown","InetUp","InternetDownCostPerTB","InternetUpCostPerTB","StorageCost","Location","MoboName","VRAM_GB"
,"116317","RTX 4090","8","0.7","False","AMD EPYC 7B13 64-Core Processor","256","146.29","512","9.21","11","11468.8","6345.3","4572.8","10.67","10.67","0.67",,"ROME2D32GM-2T","47.99"
,"29345","RTX 4090","8","0.45","False","Xeon® Platinum 8352S ","128","128","512","1.52","22","503","53.2","33.6","5.33","4","0.2",,"WHITLEY","47.99"
,"52848","RTX 4090","8","0.58","False","Xeon® Gold 6133 ","80","80","384","0.34","11.7","3076.1","7999.5","6209.3","0","0","0.2",,"X11DPG-OT","23.99"
,"51583","RTX 4090","8","0.58","False","Xeon® Gold 6133 ","80","80","384","0.58","11.7","376","8245.4","5055.4","2.67","4","0.4",,"X11DPG-OT-","23.99"
,"9488","RTX 4090","8","0.66","False","AMD EPYC 7B12 64-Core Processor","256","256","256","1.16","21.4","3205","1701.7","1663.9","2.67","4","0.2",,"ROME2D32GM-2T","23.99"
,"17360","RTX 4090","8","0.65","False","AMD EPYC 7B12 64-Core Processor","256","256","512","3.09","23.2","1376.16","5110.5","2875.6","2.67","4","0.2",,"ROME2D32GM-2T","23.99"
,"25798","RTX 4090","8","0.65","False","AMD EPYC 7702 64-Core Processor","256","170.67","1536","3.93","12.8","2228","824.1","846","40","40","0.24",,"ROME2D32GM-2T","23.99"
,"20004","RTX 4090","8","0.91","False","AMD EPYC 7702 64-Core Processor","256","146.29","384","1.43","12.8","3086.3","937.8","24.6","40","40","0.24",,"ROME2D32GM-2T","23.99"
,"41181","RTX 4090","8","0.56","False","Xeon® Platinum 8352V ","144","144","768","3.05","12.4","2380","630.3","804.5","0.04","0.04","0.2",,"X12DPi-N6","23.99"
,"134381","RTX 4090","8","0.48","False","AMD EPYC 7543 32-Core Processor","128","113.78","512","2.73","25","10329.44","895.1","900.7","2.67","4","0.2",,"ROME2D32GM-2T","23.99"
,"26419","RTX 4090","8","0.5","False","AMD EPYC 7663 56-Core Processor","224","224","512","6","22.6","3366","1742.5","929.1","6.67","6.67","0.4",,"ROME2D32GM-2T","23.99"
,"39211","RTX 4090","8","0.5","False","Xeon® Platinum 8352V ","144","115.2","768","4.96","6.3","2358","909.6","241.6","9.33","13.33","0.13",,"X12DPi-N6","23.99"
,"19012","RTX 4090","8","0.5","False","AMD EPYC 7H12 64-Core Processor","128","128","512","6.29","25","10028.3","7678.8","7341.1","2.67","4","0.2",,"H12SSL-i","23.99"
,"66121","RTX 4090","8","0.55","False","Xeon® Platinum 8336C ","128","128","512","5.84","17.5","2646.6","703.3","635.1","2.67","4","0.2",,"WHITLEY","23.99"
,"136698","RTX 4090","8","0.5","False","AMD EPYC 7452 32-Core Processor","128","128","256","3.27","21.1","2129.2","1345.4","1307.1","1.33","1.33","0.2",,"H12DSG-O-","23.99"
,"10058","RTX 4090","8","0.64","False","AMD EPYC 7402 24-Core Processor","96","96","256","1.33","21.4","2702.8","1797.7","1708.7","2.67","4","0.2",,"ROME2D32GM-2T","23.99"
,"29567","RTX 4090","8","0.49","False","AMD EPYC 9354 32-Core Processor","128","102.4","256","5.1","25.6","6671.4","946","943.6","2.67","4","0.33",,"GENOA2D24G-2L","23.99"
,"137510","RTX 4090","8","0.47","False","AMD EPYC 7542 32-Core Processor","128","128","512","6.25","21.7","6758","219.4","248.4","20","20","0.2",,"T1ADG","23.99"
,"68197","RTX 4090","8","0.48","False","AMD EPYC 9124 16-Core Processor","64","32","384","1.6","12.7","3174.7","129.1","129.7","2.67","4","0.2",,"TURIN2D24G-2L","23.99"
,"137427","RTX 4090","8","1.3","False","Xeon® Gold 6330 ","112","112","512","2.77","18.1","2778","728.9","678.7","2.67","4","0.27",,"BS55M2C1SA","47.99"
,"43765","RTX 4090","8","0.58","False","Xeon® Platinum 8352V ","144","144","768","2.71","6.3","2363.7","825.4","815.8","9.33","13.33","0.2",,"X12DPi-N6","23.99"
